,age,job,marital,education,default,housing,loan,duration,campaign,pdays,previous,poutcome,y
2244,27,student,single,university.degree,no,yes,no,104,1,999,0,nonexistent,0
2245,35,blue-collar,married,basic.6y,no,yes,no,312,1,999,0,nonexistent,0
2246,50,technician,married,university.degree,no,no,no,146,1,999,0,nonexistent,0
2247,53,management,married,university.degree,no,yes,no,313,2,999,0,nonexistent,0
2248,27,blue-collar,married,basic.4y,no,yes,no,88,2,999,0,nonexistent,0
2249,57,housemaid,married,university.degree,no,no,no,388,1,999,0,nonexistent,0
2250,37,blue-collar,married,basic.9y,no,unknown,unknown,136,5,999,0,nonexistent,0
2251,59,technician,married,basic.6y,unknown,no,no,24,16,999,0,nonexistent,0
2252,49,housemaid,married,professional.course,no,no,no,565,1,999,0,nonexistent,0
2253,32,management,married,high.school,no,no,yes,256,2,999,0,nonexistent,0
2254,34,unemployed,married,basic.9y,no,yes,no,218,4,999,0,nonexistent,0
2255,25,self-employed,single,university.degree,no,no,no,199,2,999,0,nonexistent,0
2256,45,blue-collar,married,basic.9y,unknown,yes,yes,207,1,999,0,nonexistent,0
2257,34,blue-collar,married,basic.6y,unknown,no,no,651,1,999,0,nonexistent,0
2258,29,admin.,single,university.degree,no,no,no,247,2,999,0,nonexistent,0
2259,53,blue-collar,married,unknown,unknown,yes,no,386,2,999,0,nonexistent,0
2260,29,technician,single,professional.course,unknown,yes,no,239,1,999,0,nonexistent,0
2261,39,housemaid,married,basic.4y,no,no,no,183,1,999,0,nonexistent,0
2262,40,admin.,divorced,high.school,no,yes,no,164,1,999,0,nonexistent,0
2263,27,services,single,university.degree,no,yes,no,104,1,6,1,success,1
2264,55,unemployed,married,basic.9y,no,yes,no,156,1,999,0,nonexistent,0
2265,32,services,married,high.school,no,no,no,55,1,999,0,nonexistent,0
2266,54,admin.,married,professional.course,no,yes,no,103,4,999,0,nonexistent,0
2267,39,unemployed,married,university.degree,unknown,yes,no,74,1,999,1,failure,0
2268,43,technician,divorced,professional.course,no,no,no,644,1,999,0,nonexistent,0
2269,41,blue-collar,divorced,basic.4y,no,yes,no,122,1,999,0,nonexistent,0
2270,26,admin.,married,high.school,no,no,yes,112,1,999,1,failure,0
2271,52,technician,married,professional.course,no,yes,yes,203,3,999,0,nonexistent,0
2272,44,admin.,married,university.degree,no,no,no,96,2,4,1,success,0
2273,38,blue-collar,married,basic.9y,unknown,no,no,145,3,999,0,nonexistent,0
2274,42,services,married,university.degree,no,unknown,unknown,122,1,999,1,failure,0
2275,44,admin.,married,university.degree,no,no,no,135,2,999,0,nonexistent,0
2276,27,admin.,single,basic.6y,no,yes,no,195,4,999,0,nonexistent,0
2277,28,management,married,university.degree,no,no,no,771,2,999,0,nonexistent,1
2278,47,housemaid,married,university.degree,no,yes,no,232,2,999,0,nonexistent,1
2279,34,services,married,high.school,no,yes,no,206,6,999,0,nonexistent,0
2280,55,blue-collar,divorced,basic.4y,unknown,yes,yes,163,1,999,1,failure,0
2281,34,blue-collar,married,basic.9y,no,yes,no,513,1,999,0,nonexistent,0
2282,25,admin.,single,university.degree,no,no,no,103,3,999,0,nonexistent,0
2283,31,technician,single,professional.course,no,yes,no,150,1,999,0,nonexistent,0
2284,35,admin.,married,high.school,unknown,yes,no,393,1,999,0,nonexistent,0
2285,50,management,married,university.degree,no,no,no,718,4,999,3,failure,0
2286,22,blue-collar,single,basic.9y,no,no,no,106,1,999,0,nonexistent,0
2287,48,unknown,married,basic.4y,unknown,no,no,375,1,999,0,nonexistent,0
2288,35,blue-collar,married,basic.4y,unknown,no,no,36,1,999,0,nonexistent,0
2289,34,technician,married,professional.course,no,yes,no,107,2,999,0,nonexistent,0
2290,50,blue-collar,married,basic.4y,no,yes,yes,234,3,999,0,nonexistent,0
2291,25,student,single,high.school,no,yes,no,112,1,999,1,failure,0
2292,51,entrepreneur,divorced,university.degree,no,yes,no,231,1,999,1,failure,0
2293,32,student,single,high.school,unknown,yes,no,107,1,999,0,nonexistent,0
2294,59,management,married,university.degree,no,yes,no,646,3,6,1,success,0
2295,37,blue-collar,married,basic.9y,unknown,no,no,138,1,999,0,nonexistent,0
2296,40,blue-collar,married,basic.4y,no,no,no,181,1,999,1,failure,0
2297,26,technician,single,professional.course,no,yes,no,605,1,999,0,nonexistent,0
2298,32,admin.,married,high.school,no,no,no,84,1,999,0,nonexistent,0
2299,33,management,single,university.degree,no,yes,yes,1176,1,999,0,nonexistent,1
2300,35,self-employed,married,basic.4y,unknown,no,no,140,1,999,0,nonexistent,0
2301,32,student,single,university.degree,no,yes,no,209,12,999,0,nonexistent,0
2302,35,admin.,married,high.school,unknown,no,no,356,3,999,0,nonexistent,0
2303,31,technician,single,university.degree,no,yes,no,984,1,999,0,nonexistent,1
2304,38,blue-collar,married,basic.9y,no,no,no,693,3,999,0,nonexistent,1
2305,30,student,single,high.school,no,no,no,592,3,999,1,failure,1
2306,32,services,married,high.school,no,yes,no,628,2,999,0,nonexistent,1
2307,44,blue-collar,married,basic.9y,no,no,no,556,3,999,0,nonexistent,0
2308,35,admin.,single,university.degree,no,yes,no,673,8,999,0,nonexistent,0
2309,48,blue-collar,married,basic.9y,unknown,no,no,454,4,999,0,nonexistent,0
2310,52,retired,married,university.degree,unknown,no,no,172,1,999,1,failure,0
2311,41,blue-collar,married,basic.9y,no,yes,yes,198,1,999,0,nonexistent,0
2312,65,housemaid,married,basic.4y,no,no,no,89,2,999,0,nonexistent,0
2313,43,services,divorced,high.school,no,no,no,122,2,999,0,nonexistent,0
2314,40,blue-collar,married,professional.course,no,no,yes,80,1,999,1,failure,0
2315,30,admin.,married,university.degree,no,no,no,70,1,999,0,nonexistent,0
2316,66,retired,divorced,high.school,no,no,no,211,1,999,1,failure,0
2317,44,services,single,high.school,no,no,no,20,1,999,0,nonexistent,0
2318,35,admin.,married,high.school,no,yes,yes,172,1,999,0,nonexistent,0
2319,57,management,married,university.degree,unknown,no,no,338,2,999,0,nonexistent,0
2320,26,blue-collar,single,basic.6y,no,no,no,83,2,999,0,nonexistent,0
2321,39,unemployed,married,university.degree,no,yes,no,72,1,999,0,nonexistent,0
2322,45,services,married,basic.6y,no,unknown,unknown,173,10,999,0,nonexistent,0
2323,35,technician,single,professional.course,no,yes,no,192,2,999,1,failure,1
2324,42,housemaid,married,university.degree,no,no,no,90,4,999,1,failure,0
2325,36,admin.,single,university.degree,no,no,no,146,1,999,1,failure,0
2326,46,admin.,single,university.degree,no,no,yes,195,1,999,0,nonexistent,0
2327,35,self-employed,married,university.degree,no,yes,no,192,3,999,0,nonexistent,0
2328,24,admin.,single,high.school,no,yes,no,145,4,999,0,nonexistent,0
2329,50,technician,married,university.degree,no,yes,no,204,5,999,0,nonexistent,0
2330,36,admin.,single,university.degree,no,no,no,67,6,999,0,nonexistent,0
2331,39,technician,single,professional.course,no,no,no,206,1,999,0,nonexistent,0
2332,57,blue-collar,married,basic.4y,unknown,yes,no,769,3,999,0,nonexistent,0
2333,42,blue-collar,married,basic.4y,no,no,no,110,4,999,0,nonexistent,0
2334,31,blue-collar,single,university.degree,no,no,no,35,3,999,0,nonexistent,0
2335,41,admin.,single,unknown,no,yes,yes,1111,3,999,0,nonexistent,1
2336,25,blue-collar,married,basic.4y,no,no,no,114,2,999,0,nonexistent,0
2337,58,blue-collar,married,basic.4y,no,yes,no,48,6,999,0,nonexistent,0
2338,33,self-employed,married,university.degree,no,no,no,367,5,999,0,nonexistent,0
2339,42,technician,single,unknown,no,no,no,162,4,999,0,nonexistent,0
2340,41,management,married,university.degree,unknown,no,no,213,2,999,0,nonexistent,0
2341,49,blue-collar,divorced,basic.6y,no,no,no,55,1,999,0,nonexistent,0
2342,44,blue-collar,married,basic.9y,unknown,yes,no,33,4,999,0,nonexistent,0
2343,52,services,married,university.degree,no,no,no,119,1,999,0,nonexistent,0
2344,26,blue-collar,married,basic.9y,no,no,no,45,2,999,2,failure,0
2345,43,admin.,married,high.school,unknown,no,no,431,2,999,0,nonexistent,0
2346,43,technician,married,university.degree,no,yes,no,134,4,999,0,nonexistent,0
2347,26,housemaid,married,basic.4y,no,yes,no,149,2,999,0,nonexistent,0
2348,34,blue-collar,married,basic.6y,no,yes,no,162,1,999,1,failure,0
2349,24,services,single,high.school,no,no,no,401,2,999,0,nonexistent,0
2350,33,self-employed,single,university.degree,no,no,no,92,1,999,0,nonexistent,0
2351,38,self-employed,single,unknown,no,no,no,843,8,999,0,nonexistent,0
2352,31,blue-collar,married,basic.4y,unknown,no,no,363,2,999,0,nonexistent,0
2353,32,admin.,divorced,university.degree,no,yes,no,668,1,999,0,nonexistent,0
2354,25,self-employed,single,unknown,no,no,no,131,2,999,1,failure,0
2355,26,admin.,single,university.degree,no,no,no,342,5,999,0,nonexistent,0
2356,56,retired,married,basic.4y,no,no,no,88,2,999,0,nonexistent,0
2357,38,blue-collar,married,basic.6y,no,no,no,21,9,999,0,nonexistent,0
2358,37,admin.,married,high.school,no,yes,no,136,1,999,0,nonexistent,0
2359,22,blue-collar,single,basic.9y,no,yes,yes,848,1,999,0,nonexistent,1
2360,50,blue-collar,married,basic.9y,no,no,no,128,6,999,0,nonexistent,0
2361,34,blue-collar,married,basic.9y,no,no,no,606,1,999,0,nonexistent,0
2362,35,technician,single,university.degree,no,yes,no,271,2,999,0,nonexistent,0
2363,48,services,divorced,basic.9y,no,unknown,unknown,67,7,999,0,nonexistent,0
2364,25,admin.,married,high.school,no,no,no,95,1,999,0,nonexistent,0
2365,39,blue-collar,single,basic.4y,no,no,no,93,1,999,0,nonexistent,0
2366,52,technician,married,professional.course,no,yes,yes,211,1,999,1,failure,1
2367,48,technician,married,university.degree,no,no,no,239,1,999,0,nonexistent,0
2368,44,blue-collar,single,basic.9y,unknown,yes,no,225,3,999,2,failure,0
2369,30,technician,single,professional.course,no,yes,no,178,2,999,0,nonexistent,0
2370,32,management,married,high.school,no,no,no,206,1,999,0,nonexistent,0
2371,52,unemployed,married,university.degree,no,no,no,115,1,999,1,failure,0
2372,44,blue-collar,single,professional.course,no,no,no,123,2,999,0,nonexistent,0
2373,29,admin.,single,university.degree,no,yes,yes,254,3,3,1,success,1
2374,41,admin.,married,university.degree,no,no,no,85,5,999,0,nonexistent,0
2375,26,technician,married,high.school,no,yes,no,305,2,999,0,nonexistent,0
2376,32,admin.,single,university.degree,no,yes,no,233,1,999,0,nonexistent,0
2377,31,admin.,single,university.degree,no,yes,no,191,2,999,0,nonexistent,0
2378,29,admin.,single,basic.9y,unknown,yes,no,198,1,999,0,nonexistent,0
2379,58,blue-collar,married,basic.4y,unknown,yes,no,148,3,999,0,nonexistent,0
2380,56,technician,married,basic.4y,unknown,unknown,unknown,272,1,999,0,nonexistent,0
2381,23,blue-collar,single,professional.course,no,yes,no,136,3,999,1,failure,0
2382,50,technician,married,professional.course,no,yes,no,855,2,999,0,nonexistent,1
2383,29,admin.,married,university.degree,no,yes,no,565,1,999,0,nonexistent,1
2384,31,admin.,single,university.degree,no,yes,yes,140,3,999,0,nonexistent,0
2385,48,housemaid,married,basic.4y,no,no,no,248,1,999,0,nonexistent,0
2386,27,blue-collar,single,unknown,no,unknown,unknown,81,4,999,0,nonexistent,0
2387,24,technician,divorced,professional.course,no,no,no,332,1,999,1,failure,0
2388,35,technician,married,high.school,no,no,no,208,3,999,0,nonexistent,0
2389,42,technician,married,university.degree,unknown,no,no,228,1,999,0,nonexistent,0
2390,37,admin.,married,high.school,no,no,no,14,3,999,0,nonexistent,0
2391,33,admin.,married,university.degree,no,yes,no,118,3,999,0,nonexistent,0
2392,58,management,married,university.degree,no,no,no,164,2,999,0,nonexistent,0
2393,54,retired,married,basic.9y,no,yes,no,148,1,999,0,nonexistent,0
2394,54,technician,married,professional.course,no,yes,no,149,2,999,0,nonexistent,0
2395,39,technician,single,professional.course,no,no,no,71,1,999,0,nonexistent,0
2396,48,admin.,married,basic.9y,unknown,no,no,517,3,999,0,nonexistent,0
2397,34,blue-collar,divorced,basic.4y,no,no,no,204,5,999,0,nonexistent,0
2398,28,blue-collar,single,basic.9y,unknown,no,no,77,3,999,0,nonexistent,0
2399,30,admin.,single,high.school,no,no,no,72,1,999,0,nonexistent,0
2400,59,retired,married,professional.course,no,yes,no,77,8,999,0,nonexistent,0
2401,29,admin.,single,high.school,unknown,yes,no,139,2,999,0,nonexistent,0
2402,25,admin.,married,high.school,no,no,no,498,1,999,0,nonexistent,0
2403,47,admin.,divorced,high.school,no,yes,no,159,1,999,1,failure,0
2404,32,admin.,married,university.degree,no,no,yes,301,3,999,0,nonexistent,0
2405,30,blue-collar,married,basic.6y,no,no,no,338,1,999,0,nonexistent,0
2406,24,technician,single,university.degree,no,no,no,197,1,999,0,nonexistent,0
2407,58,entrepreneur,married,high.school,no,no,no,145,1,999,2,failure,0
2408,44,management,married,university.degree,no,no,no,158,2,999,0,nonexistent,0
2409,36,admin.,married,university.degree,no,yes,yes,28,2,999,0,nonexistent,0
2410,33,self-employed,divorced,basic.9y,no,yes,no,355,1,999,0,nonexistent,0
2411,31,blue-collar,single,high.school,no,no,no,42,6,999,0,nonexistent,0
2412,38,admin.,single,university.degree,unknown,yes,no,992,1,999,0,nonexistent,1
2413,35,management,married,university.degree,no,yes,no,108,4,999,0,nonexistent,0
2414,29,blue-collar,married,basic.9y,no,no,no,202,2,999,0,nonexistent,0
2415,58,management,married,university.degree,no,yes,no,260,1,999,0,nonexistent,0
2416,43,blue-collar,married,basic.4y,no,yes,no,269,3,999,0,nonexistent,0
2417,55,self-employed,married,basic.4y,unknown,unknown,unknown,169,5,999,0,nonexistent,0
2418,53,management,married,university.degree,unknown,yes,no,186,1,999,0,nonexistent,0
2419,38,entrepreneur,married,basic.9y,no,yes,no,215,3,999,0,nonexistent,0
2420,36,technician,single,professional.course,no,no,no,54,4,999,0,nonexistent,0
2421,56,retired,married,professional.course,no,no,no,139,2,999,0,nonexistent,0
2422,32,admin.,married,university.degree,no,no,no,99,2,999,0,nonexistent,0
2423,48,blue-collar,married,basic.9y,no,yes,no,67,2,999,0,nonexistent,0
2424,31,technician,married,university.degree,no,no,no,57,4,999,0,nonexistent,0
2425,50,self-employed,married,basic.4y,unknown,yes,no,311,1,999,0,nonexistent,0
2426,38,services,married,high.school,unknown,yes,no,25,7,999,0,nonexistent,0
2427,34,admin.,single,university.degree,unknown,no,no,17,16,999,0,nonexistent,0
2428,41,blue-collar,married,basic.4y,no,yes,no,234,1,999,2,failure,0
2429,51,management,married,university.degree,no,yes,no,386,1,999,0,nonexistent,0
2430,26,admin.,single,high.school,no,no,no,619,2,999,0,nonexistent,1
2431,34,admin.,single,university.degree,no,no,no,260,3,3,2,success,1
2432,41,technician,married,university.degree,unknown,yes,yes,139,1,999,0,nonexistent,0
2433,41,technician,married,professional.course,no,unknown,unknown,318,1,4,3,success,1
2434,26,blue-collar,married,basic.9y,no,yes,no,71,1,999,0,nonexistent,0
2435,32,blue-collar,married,basic.6y,unknown,yes,no,459,1,999,0,nonexistent,1
2436,49,blue-collar,married,basic.6y,unknown,no,yes,354,1,999,0,nonexistent,0
2437,39,technician,married,high.school,no,no,no,225,2,999,0,nonexistent,0
2438,38,blue-collar,married,basic.9y,no,unknown,unknown,144,4,999,0,nonexistent,0
2439,52,retired,divorced,professional.course,no,no,no,867,2,999,0,nonexistent,0
2440,57,self-employed,married,university.degree,no,no,yes,1441,2,999,0,nonexistent,1
2441,38,housemaid,married,university.degree,no,no,no,100,5,999,0,nonexistent,0
2442,31,admin.,married,high.school,no,no,no,172,2,999,1,failure,0
2443,57,blue-collar,married,basic.4y,unknown,no,no,42,3,999,0,nonexistent,0
2444,42,self-employed,married,professional.course,unknown,unknown,unknown,665,1,999,0,nonexistent,0
2445,32,admin.,married,high.school,no,yes,no,154,1,999,0,nonexistent,0
2446,31,blue-collar,married,basic.9y,no,yes,no,97,2,999,0,nonexistent,0
2447,32,entrepreneur,married,high.school,no,yes,no,356,1,999,0,nonexistent,0
2448,40,management,married,unknown,no,yes,no,170,1,999,0,nonexistent,0
2449,58,blue-collar,married,basic.4y,unknown,yes,no,570,2,999,0,nonexistent,1
2450,44,admin.,married,university.degree,no,yes,no,351,1,999,0,nonexistent,0
2451,46,entrepreneur,married,unknown,unknown,yes,no,86,1,999,0,nonexistent,0
2452,47,admin.,married,basic.6y,unknown,yes,no,399,2,999,1,failure,0
2453,44,management,married,basic.6y,no,yes,yes,218,1,999,0,nonexistent,0
2454,39,admin.,married,high.school,no,no,no,138,1,999,0,nonexistent,0
2455,38,technician,married,professional.course,no,yes,yes,63,2,999,0,nonexistent,1
2456,59,blue-collar,married,basic.4y,unknown,no,no,293,1,999,0,nonexistent,0
2457,49,management,divorced,university.degree,no,yes,yes,138,1,999,0,nonexistent,0
2458,51,admin.,married,university.degree,no,no,no,295,3,999,0,nonexistent,0
2459,55,unemployed,married,university.degree,no,yes,no,303,2,999,0,nonexistent,0
2460,49,technician,divorced,high.school,no,yes,no,1171,1,999,0,nonexistent,0
2461,44,admin.,married,basic.4y,unknown,yes,no,222,1,999,0,nonexistent,0
2462,29,blue-collar,single,high.school,no,yes,yes,146,1,999,0,nonexistent,0
2463,49,blue-collar,married,unknown,no,no,no,286,1,999,0,nonexistent,0
2464,49,technician,married,professional.course,no,no,no,77,1,999,0,nonexistent,0
2465,45,admin.,divorced,basic.9y,unknown,no,no,270,3,999,0,nonexistent,0
2466,39,blue-collar,married,basic.9y,no,no,no,281,2,999,1,failure,0
2467,35,blue-collar,married,basic.9y,unknown,no,no,91,2,999,0,nonexistent,0
2468,55,entrepreneur,single,unknown,unknown,no,no,542,1,999,0,nonexistent,1
2469,30,services,single,high.school,no,no,no,111,2,999,0,nonexistent,0
2470,26,management,single,university.degree,unknown,yes,no,124,1,999,0,nonexistent,0
2471,37,technician,single,professional.course,no,yes,no,347,1,999,1,failure,0
2472,29,self-employed,married,basic.6y,unknown,yes,no,32,1,999,0,nonexistent,0
2473,54,blue-collar,married,basic.4y,no,no,no,50,1,999,0,nonexistent,0
2474,35,technician,married,university.degree,no,no,no,224,3,999,0,nonexistent,0
2475,41,technician,single,professional.course,no,yes,no,175,2,999,1,failure,0
2476,31,technician,married,professional.course,no,no,no,258,2,999,0,nonexistent,0
2477,30,admin.,married,university.degree,no,no,no,514,7,999,0,nonexistent,0
2478,43,technician,married,professional.course,no,yes,no,166,3,999,1,failure,0
2479,31,blue-collar,married,professional.course,no,no,no,70,8,999,0,nonexistent,0
2480,33,admin.,single,university.degree,no,yes,no,166,3,6,2,success,1
2481,30,management,divorced,university.degree,no,no,yes,164,4,999,0,nonexistent,0
2482,47,admin.,single,university.degree,no,no,no,429,1,999,0,nonexistent,0
2483,32,services,married,professional.course,no,yes,no,146,3,999,1,failure,0
2484,49,management,married,university.degree,unknown,yes,no,182,12,999,0,nonexistent,0
2485,41,technician,married,high.school,no,yes,no,145,24,999,0,nonexistent,0
2486,60,blue-collar,married,professional.course,no,no,no,59,3,999,0,nonexistent,0
2487,42,services,married,high.school,no,yes,no,274,1,999,0,nonexistent,0
2488,39,services,married,high.school,no,yes,no,328,2,6,3,success,1
2489,52,admin.,married,unknown,no,no,no,331,1,999,0,nonexistent,0
2490,29,blue-collar,married,basic.6y,no,yes,no,108,4,999,0,nonexistent,0
2491,40,blue-collar,single,professional.course,no,yes,no,498,1,999,0,nonexistent,0
2492,30,services,married,high.school,no,no,no,147,2,999,0,nonexistent,0
2493,38,admin.,married,high.school,no,no,no,275,1,999,0,nonexistent,0
2494,37,admin.,married,high.school,no,no,no,316,2,999,0,nonexistent,0
2495,60,blue-collar,divorced,basic.4y,unknown,no,no,105,3,999,0,nonexistent,0
2496,26,blue-collar,single,basic.9y,no,yes,no,200,2,999,0,nonexistent,0
2497,37,management,married,university.degree,no,no,no,288,1,999,0,nonexistent,0
2498,56,services,married,high.school,unknown,no,yes,90,3,999,0,nonexistent,0
2499,44,technician,married,high.school,no,yes,yes,390,2,999,0,nonexistent,0
2500,46,admin.,married,high.school,no,no,no,318,2,999,1,failure,0
2501,59,admin.,married,university.degree,no,no,no,85,1,999,0,nonexistent,1
2502,52,services,married,high.school,no,yes,no,607,5,999,0,nonexistent,0
2503,40,technician,divorced,professional.course,no,no,no,279,4,999,0,nonexistent,0
2504,44,services,married,high.school,no,yes,no,40,3,999,0,nonexistent,0
2505,35,management,married,university.degree,no,yes,no,121,1,999,0,nonexistent,0
2506,33,technician,married,professional.course,no,no,no,335,3,999,0,nonexistent,0
2507,38,blue-collar,married,basic.4y,no,yes,no,130,2,999,0,nonexistent,0
2508,53,entrepreneur,married,basic.4y,no,yes,yes,398,2,999,0,nonexistent,1
2509,56,unemployed,divorced,high.school,no,yes,no,267,1,999,0,nonexistent,0
2510,48,blue-collar,married,high.school,no,yes,no,128,6,999,0,nonexistent,0
2511,45,admin.,divorced,high.school,no,yes,no,800,2,999,0,nonexistent,0
2512,56,admin.,married,university.degree,unknown,no,no,213,4,999,0,nonexistent,0
2513,48,management,married,university.degree,no,yes,no,294,1,999,1,failure,1
2514,62,admin.,married,high.school,no,no,no,163,2,999,0,nonexistent,1
2515,24,services,single,high.school,no,no,no,1150,3,999,0,nonexistent,1
2516,33,admin.,single,high.school,no,no,no,87,1,999,0,nonexistent,0
2517,49,technician,divorced,professional.course,no,yes,no,361,2,999,1,failure,0
2518,54,housemaid,married,professional.course,no,no,no,187,2,999,0,nonexistent,0
2519,57,technician,divorced,university.degree,no,no,yes,187,1,999,0,nonexistent,0
2520,31,admin.,single,high.school,no,no,no,89,1,999,0,nonexistent,0
2521,51,admin.,married,university.degree,no,yes,no,147,1,999,0,nonexistent,0
2522,35,admin.,single,basic.4y,unknown,no,no,95,3,999,0,nonexistent,0
2523,50,technician,single,university.degree,no,yes,no,634,1,999,0,nonexistent,1
2524,30,admin.,single,university.degree,no,yes,no,83,1,999,2,failure,0
2525,30,blue-collar,married,basic.9y,no,yes,no,245,2,999,0,nonexistent,0
2526,32,blue-collar,married,basic.6y,unknown,no,no,630,3,999,1,failure,0
2527,45,blue-collar,single,high.school,unknown,yes,no,8,7,999,0,nonexistent,0
2528,46,admin.,divorced,high.school,no,yes,no,372,1,999,0,nonexistent,1
2529,48,blue-collar,married,basic.4y,no,no,no,984,4,999,0,nonexistent,0
2530,31,entrepreneur,single,university.degree,no,no,no,1855,3,999,0,nonexistent,0
2531,40,technician,married,university.degree,no,yes,yes,133,2,999,0,nonexistent,0
2532,56,blue-collar,unknown,basic.4y,no,no,no,422,1,999,0,nonexistent,0
2533,42,technician,married,professional.course,no,no,no,377,1,999,0,nonexistent,1
2534,57,admin.,divorced,university.degree,no,no,no,5,1,999,0,nonexistent,0
2535,47,technician,married,professional.course,unknown,no,no,261,6,999,0,nonexistent,0
2536,36,technician,married,university.degree,no,yes,yes,101,1,999,0,nonexistent,0
2537,53,services,married,high.school,no,no,no,429,1,999,0,nonexistent,0
2538,58,self-employed,married,basic.9y,no,no,no,83,2,999,0,nonexistent,0
2539,36,blue-collar,married,basic.9y,no,unknown,unknown,95,1,999,0,nonexistent,0
2540,35,admin.,single,university.degree,no,yes,no,143,1,999,1,failure,0
2541,34,blue-collar,married,basic.9y,unknown,yes,no,266,4,999,0,nonexistent,0
2542,41,admin.,married,basic.6y,no,no,no,1203,2,999,1,failure,1
2543,30,unknown,married,professional.course,no,no,no,399,1,999,0,nonexistent,0
2544,30,technician,single,professional.course,no,yes,no,129,3,999,0,nonexistent,0
2545,37,services,single,high.school,no,yes,no,227,9,999,0,nonexistent,0
2546,53,services,married,basic.9y,no,yes,no,723,2,999,0,nonexistent,0
2547,34,services,unknown,high.school,no,yes,yes,369,2,999,1,failure,0
2548,28,admin.,single,university.degree,no,yes,no,119,4,999,1,failure,0
2549,29,entrepreneur,single,university.degree,no,no,no,347,1,999,0,nonexistent,0
2550,44,admin.,married,university.degree,no,yes,no,358,4,999,0,nonexistent,0
2551,56,retired,married,high.school,no,yes,yes,308,2,999,0,nonexistent,1
2552,31,services,single,high.school,no,no,no,16,35,999,0,nonexistent,0
2553,40,blue-collar,single,basic.9y,no,yes,no,128,3,999,0,nonexistent,0
2554,47,blue-collar,married,high.school,no,yes,yes,72,6,6,1,success,0
2555,37,management,single,university.degree,no,no,no,107,1,999,1,failure,0
2556,57,retired,married,university.degree,no,yes,no,768,1,999,0,nonexistent,0
2557,37,blue-collar,single,professional.course,no,no,no,94,3,999,0,nonexistent,0
2558,52,self-employed,single,basic.4y,unknown,yes,no,61,1,999,0,nonexistent,0
2559,34,admin.,single,university.degree,no,no,yes,78,3,999,0,nonexistent,0
2560,43,services,married,high.school,no,no,yes,262,1,999,0,nonexistent,0
2561,34,blue-collar,single,unknown,no,no,no,98,2,999,0,nonexistent,0
2562,49,admin.,married,university.degree,no,no,no,163,1,999,1,failure,0
2563,25,admin.,single,high.school,no,yes,no,54,3,999,0,nonexistent,0
2564,38,services,married,high.school,no,no,yes,74,1,999,0,nonexistent,0
2565,40,unemployed,divorced,high.school,no,no,yes,257,1,999,0,nonexistent,0
2566,31,technician,single,university.degree,no,no,no,259,1,999,1,failure,0
2567,29,technician,married,professional.course,no,no,no,64,1,999,0,nonexistent,0
2568,57,admin.,married,university.degree,no,yes,no,73,10,999,0,nonexistent,0
2569,38,management,married,university.degree,no,no,no,525,1,999,0,nonexistent,0
2570,48,admin.,single,university.degree,no,yes,no,210,2,999,0,nonexistent,0
2571,32,admin.,single,university.degree,no,no,no,823,1,999,0,nonexistent,1
2572,30,self-employed,married,university.degree,no,yes,no,103,2,999,0,nonexistent,0
2573,52,retired,divorced,basic.4y,unknown,yes,yes,26,2,999,0,nonexistent,0
2574,34,services,divorced,high.school,no,no,no,66,1,999,0,nonexistent,0
2575,60,blue-collar,married,basic.4y,no,yes,no,347,2,4,1,success,0
2576,37,technician,married,professional.course,no,no,no,96,1,999,0,nonexistent,0
2577,47,technician,divorced,high.school,no,yes,no,56,5,999,0,nonexistent,0
2578,57,admin.,married,unknown,no,yes,no,391,2,999,0,nonexistent,1
2579,28,admin.,married,university.degree,no,yes,no,226,3,999,1,failure,0
2580,61,admin.,married,university.degree,unknown,yes,no,1076,2,999,0,nonexistent,1
2581,33,admin.,married,university.degree,no,yes,no,165,1,999,1,failure,1
2582,36,technician,married,professional.course,no,no,no,183,9,999,0,nonexistent,0
2583,53,services,married,basic.9y,unknown,yes,no,9,4,999,0,nonexistent,0
2584,36,blue-collar,married,unknown,no,no,no,837,2,999,0,nonexistent,0
2585,31,self-employed,married,university.degree,no,yes,yes,464,1,999,0,nonexistent,0
2586,44,management,divorced,basic.9y,unknown,yes,no,73,2,999,0,nonexistent,0
2587,37,blue-collar,married,basic.9y,no,yes,no,271,1,999,0,nonexistent,0
2588,32,technician,single,university.degree,no,yes,yes,93,2,999,0,nonexistent,0
2589,44,blue-collar,married,high.school,unknown,yes,no,73,3,999,0,nonexistent,0
2590,29,management,single,university.degree,no,yes,no,468,2,999,1,failure,0
2591,37,management,divorced,unknown,no,no,yes,74,1,999,1,failure,0
2592,48,retired,married,basic.4y,unknown,no,yes,780,2,999,0,nonexistent,0
2593,33,services,single,university.degree,no,yes,no,252,2,3,2,success,1
2594,38,blue-collar,married,basic.6y,unknown,yes,no,258,1,999,0,nonexistent,0
2595,41,blue-collar,married,basic.4y,unknown,no,no,197,3,999,0,nonexistent,0
2596,57,housemaid,married,basic.4y,no,yes,no,381,3,999,0,nonexistent,0
2597,35,blue-collar,married,basic.9y,no,no,no,15,3,999,0,nonexistent,0
2598,34,blue-collar,married,basic.9y,no,yes,no,210,1,999,0,nonexistent,0
2599,50,entrepreneur,married,basic.9y,no,yes,no,82,2,999,0,nonexistent,0
2600,49,management,married,university.degree,no,no,no,289,1,999,1,failure,0
2601,28,blue-collar,married,basic.9y,no,no,no,549,1,999,0,nonexistent,0
